"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","23","1","1","42.424889","0","168"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","23","1","1","42.833427","0","146"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","23","1","1","42.945290","0","167"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","23","1","1","41.746471","0","183"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","23","1","1","42.417057","0","174"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","23","1","1","42.048058","0","162"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","23","1","1","42.569042","0","189"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","23","1","1","41.786240","0","164"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","27","2","1","31.634960","0","177"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","33","6","1","37.372154","0","292"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","36","1","1","38.227169","0","404"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","72","1","1","105.557571","0","862"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","58","1","1","134.530243","0","590"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","84","1","1","188.418640","0","925"
